rule,support_ratio,confidence,conciseness
airports(t0) ^ airports(t1) ^ t0.iso_country == BR ^ t0.iso_region == t1.iso_region  ->  t0.wikipedia_link == t1.wikipedia_link,2372578,0.9443600176088993,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == US ^ t0.local_code == t1.local_code  ->  t0.iata_code == t1.iata_code,4362026,0.9431623730187113,0.5
airports(t0) ^ airports(t1) ^ t0.gps_code == t1.gps_code ^ t0.latitude_deg == t1.latitude_deg  ->  t0.elevation_ft == t1.elevation_ft,2854,0.9462864721485411,0.5
airports(t0) ^ airports(t1) ^ t0.longitude_deg == t1.longitude_deg ^ t0.municipality == t1.municipality  ->  t0.iso_region == t1.iso_region,3196,0.9306930693069307,0.5
airports(t0) ^ airports(t1) ^ t0.elevation_ft == t1.elevation_ft ^ t0.latitude_deg == t1.latitude_deg  ->  t0.longitude_deg == t1.longitude_deg,3098,0.9853689567430025,0.5
airports(t0) ^ airports(t1) ^ t0.gps_code == t1.gps_code ^ t0.iso_country == t1.iso_country ^ t0.municipality == t1.municipality  ->  t0.local_code == t1.local_code,528718,0.9083877396742492,0.3333333333333333
airports(t0) ^ airports(t1) ^ t0.iso_country == BR ^ t0.local_code == t1.local_code  ->  t0.scheduled_service == t1.scheduled_service,9111360,0.9144730952190735,0.5
airports(t0) ^ airports(t1) ^ t0.latitude_deg == t1.latitude_deg ^ t0.local_code == t1.local_code  ->  t0.continent == t1.continent,3926,0.9177185600748013,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == US ^ t0.type == t1.type  ->  t0.iata_code == t1.iata_code,200020604,0.8748871194758812,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == BR ^ t0.keywords == t1.keywords  ->  t0.wikipedia_link == t1.wikipedia_link,18822600,0.9464700788317768,0.5
airports(t0) ^ airports(t1) ^ t0.latitude_deg == t1.latitude_deg ^ t0.name == t1.name  ->  t0.iso_region == t1.iso_region,2774,0.9885958660014256,0.5
airports(t0) ^ airports(t1) ^ t0.iso_region == t1.iso_region ^ t0.municipality == t1.municipality ^ t0.name == t1.name  ->  t0.elevation_ft == t1.elevation_ft,2816,0.9750692520775623,0.3333333333333333
airports(t0) ^ airports(t1) ^ t0.home_link == t1.home_link ^ t0.iso_country == US  ->  t0.scheduled_service == t1.scheduled_service,497089324,0.9999103018350493,0.5
airports(t0) ^ airports(t1) ^ t0.elevation_ft == t1.elevation_ft ^ t0.iso_country == US  ->  t0.iso_country == t1.iso_country,864592,0.9999352337598653,0.5
airports(t0) ^ airports(t1) ^ t0.iata_code == t1.iata_code ^ t0.iso_country == US  ->  t0.continent == t1.continent,451583756,0.9999058912114893,0.5
airports(t0) ^ airports(t1) ^ t0.longitude_deg == t1.longitude_deg ^ t0.name == t1.name  ->  t0.iso_country == t1.iso_country,2800,0.9957325746799431,0.5
airports(t0) ^ airports(t1) ^ t0.gps_code == t1.gps_code ^ t0.name == t1.name  ->  t0.local_code == t1.local_code,10758,0.9776444929116684,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == US ^ t0.municipality == t1.municipality  ->  t0.iata_code == t1.iata_code,154816,0.8447796051554605,0.5
airports(t0) ^ airports(t1) ^ t0.latitude_deg == t1.latitude_deg ^ t0.name == t1.name  ->  t0.longitude_deg == t1.longitude_deg,2798,0.9971489665003563,0.5
airports(t0) ^ airports(t1) ^ t0.longitude_deg == t1.longitude_deg  ->  t0.continent == t1.continent,6608,0.9729093050647821,1.0
airports(t0) ^ airports(t1) ^ t0.municipality == t1.municipality  ->  t0.keywords == t1.keywords,30720058,0.8721513184222994,1.0
airports(t0) ^ airports(t1) ^ t0.local_code == t1.local_code ^ t0.longitude_deg == t1.longitude_deg  ->  t0.municipality == t1.municipality,3266,0.8378655720882504,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == US ^ t0.iso_region == t1.iso_region  ->  t0.wikipedia_link == t1.wikipedia_link,14412164,0.8216814243045719,0.5
airports(t0) ^ airports(t1) ^ t0.elevation_ft == t1.elevation_ft ^ t0.iso_region == t1.iso_region ^ t0.municipality == t1.municipality  ->  t0.type == t1.type,391836,0.9174123762028518,0.3333333333333333
airports(t0) ^ airports(t1) ^ t0.iso_region == t1.iso_region ^ t0.municipality == t1.municipality ^ t0.name == t1.name  ->  t0.local_code == t1.local_code,2794,0.9674515235457064,0.3333333333333333
airports(t0) ^ airports(t1) ^ t0.iso_country == BR ^ t0.scheduled_service == t1.scheduled_service  ->  t0.wikipedia_link == t1.wikipedia_link,23995576,0.9624766265584868,0.5
airports(t0) ^ airports(t1) ^ t0.gps_code == t1.gps_code ^ t0.latitude_deg == t1.latitude_deg  ->  t0.name == t1.name,2962,0.9820954907161804,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == t1.iso_country ^ t0.keywords == t1.keywords  ->  t0.wikipedia_link == t1.wikipedia_link,360598378,0.8313440152928149,0.5
airports(t0) ^ airports(t1) ^ t0.elevation_ft == t1.elevation_ft ^ t0.latitude_deg == t1.latitude_deg  ->  t0.wikipedia_link == t1.wikipedia_link,3100,0.9860050890585241,0.5
airports(t0) ^ airports(t1) ^ t0.iso_region == t1.iso_region ^ t0.local_code == t1.local_code ^ t0.municipality == t1.municipality ^ t0.wikipedia_link == t1.wikipedia_link  ->  t0.type == t1.type,598912,0.9000105191975355,0.25
airports(t0) ^ airports(t1) ^ t0.gps_code == t1.gps_code ^ t0.longitude_deg == t1.longitude_deg  ->  t0.latitude_deg == t1.latitude_deg,2786,0.9299065420560748,0.5
airports(t0) ^ airports(t1) ^ t0.iso_region == t1.iso_region ^ t0.municipality == t1.municipality ^ t0.name == t1.name  ->  t0.longitude_deg == t1.longitude_deg,2828,0.9792243767313019,0.3333333333333333
airports(t0) ^ airports(t1) ^ t0.gps_code == t1.gps_code ^ t0.longitude_deg == t1.longitude_deg  ->  t0.local_code == t1.local_code,2862,0.9552736982643525,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == US ^ t0.local_code == t1.local_code  ->  t0.iata_code == t1.iata_code,4416546,0.9549507513037055,0.5
airports(t0) ^ airports(t1) ^ t0.latitude_deg == t1.latitude_deg ^ t0.wikipedia_link == t1.wikipedia_link  ->  t0.iata_code == t1.iata_code,6796,0.9626062322946176,0.5
airports(t0) ^ airports(t1) ^ t0.longitude_deg == t1.longitude_deg ^ t0.municipality == t1.municipality  ->  t0.gps_code == t1.gps_code,2828,0.8235294117647058,0.5
airports(t0) ^ airports(t1) ^ t0.latitude_deg == t1.latitude_deg ^ t0.longitude_deg == t1.longitude_deg  ->  t0.gps_code == t1.gps_code,2800,0.9831460674157303,0.5
airports(t0) ^ airports(t1) ^ t0.continent == t1.continent ^ t0.wikipedia_link == t1.wikipedia_link  ->  t0.iata_code == t1.iata_code,674419582,0.9431475712126782,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == t1.iso_country  ->  t0.scheduled_service == t1.scheduled_service,566792706,0.9545051077070991,1.0
airports(t0) ^ airports(t1) ^ t0.iso_country == US ^ t0.keywords == t1.keywords  ->  t0.iso_country == t1.iso_country,384376950,0.9609900353008007,0.5
airports(t0) ^ airports(t1) ^ t0.iso_region == t1.iso_region ^ t0.latitude_deg == t1.latitude_deg ^ t0.local_code == t1.local_code  ->  t0.municipality == t1.municipality,3062,0.9409956976029502,0.3333333333333333
airports(t0) ^ airports(t1) ^ t0.home_link == t1.home_link  ->  t0.scheduled_service == t1.scheduled_service,2627678976,0.8884275575813535,1.0
airports(t0) ^ airports(t1) ^ t0.gps_code == t1.gps_code ^ t0.latitude_deg == t1.latitude_deg  ->  t0.continent == t1.continent,2968,0.9840848806366048,0.5
airports(t0) ^ airports(t1) ^ t0.gps_code == t1.gps_code ^ t0.iso_country == BR  ->  t0.continent == t1.continent,260864,1.0,0.5
airports(t0) ^ airports(t1) ^ t0.gps_code == t1.gps_code ^ t0.iso_country == US ^ t0.type == t1.type  ->  t0.wikipedia_link == t1.wikipedia_link,3167998,0.9055888703972301,0.3333333333333333
airports(t0) ^ airports(t1) ^ t0.home_link == t1.home_link ^ t0.iso_country == US  ->  t0.continent == t1.continent,497133916,1.0,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == BR ^ t0.iso_region == t1.iso_region ^ t0.longitude_deg == t1.longitude_deg  ->  t0.type == t1.type,84,0.9333333333333333,0.3333333333333333
airports(t0) ^ airports(t1) ^ t0.iso_region == t1.iso_region ^ t0.latitude_deg == t1.latitude_deg ^ t0.local_code == t1.local_code  ->  t0.elevation_ft == t1.elevation_ft,2794,0.8586355255070682,0.3333333333333333
airports(t0) ^ airports(t1) ^ t0.elevation_ft == t1.elevation_ft ^ t0.latitude_deg == t1.latitude_deg  ->  t0.continent == t1.continent,2854,0.9077608142493638,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == US ^ t0.scheduled_service == t1.scheduled_service  ->  t0.continent == t1.continent,520050972,1.0,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == t1.iso_country ^ t0.type == t1.type  ->  t0.keywords == t1.keywords,213074574,0.835796352868085,0.5
airports(t0) ^ airports(t1) ^ t0.latitude_deg == t1.latitude_deg  ->  t0.continent == t1.continent,7064,0.8907944514501892,1.0
airports(t0) ^ airports(t1) ^ t0.local_code == t1.local_code ^ t0.name == t1.name  ->  t0.iso_country == t1.iso_country,11786,0.9638534510958456,0.5
airports(t0) ^ airports(t1) ^ t0.latitude_deg == t1.latitude_deg ^ t0.longitude_deg == t1.longitude_deg  ->  t0.iso_region == t1.iso_region,2816,0.9887640449438202,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == US ^ t0.type == t1.type  ->  t0.iso_country == t1.iso_country,190719182,0.8342028392673803,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == BR ^ t0.wikipedia_link == t1.wikipedia_link  ->  t0.iso_country == t1.iso_country,24162142,1.0,0.5
airports(t0) ^ airports(t1) ^ t0.latitude_deg == t1.latitude_deg ^ t0.municipality == t1.municipality  ->  t0.wikipedia_link == t1.wikipedia_link,3472,0.9959839357429718,0.5
airports(t0) ^ airports(t1) ^ t0.longitude_deg == t1.longitude_deg  ->  t0.home_link == t1.home_link,6572,0.9676089517078916,1.0
airports(t0) ^ airports(t1) ^ t0.latitude_deg == t1.latitude_deg ^ t0.municipality == t1.municipality  ->  t0.iso_region == t1.iso_region,3184,0.9133677567412507,0.5
airports(t0) ^ airports(t1) ^ t0.latitude_deg == t1.latitude_deg ^ t0.longitude_deg == t1.longitude_deg  ->  t0.type == t1.type,2826,0.9922752808988764,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == US ^ t0.local_code == t1.local_code  ->  t0.scheduled_service == t1.scheduled_service,4624894,1.0,0.5
airports(t0) ^ airports(t1) ^ t0.gps_code == t1.gps_code ^ t0.longitude_deg == t1.longitude_deg  ->  t0.name == t1.name,2952,0.9853137516688919,0.5
airports(t0) ^ airports(t1) ^ t0.name == t1.name  ->  t0.iata_code == t1.iata_code,19930,0.9304388422035481,1.0
airports(t0) ^ airports(t1) ^ t0.local_code == t1.local_code ^ t0.longitude_deg == t1.longitude_deg  ->  t0.type == t1.type,3710,0.9517701385325809,0.5
airports(t0) ^ airports(t1) ^ t0.iata_code == t1.iata_code ^ t0.iso_country == BR  ->  t0.continent == t1.continent,22194214,1.0,0.5
airports(t0) ^ airports(t1) ^ t0.iso_region == t1.iso_region ^ t0.latitude_deg == t1.latitude_deg  ->  t0.type == t1.type,3714,0.9040895813047711,0.5
airports(t0) ^ airports(t1) ^ t0.elevation_ft == t1.elevation_ft ^ t0.iso_country == US  ->  t0.continent == t1.continent,864592,0.9999352337598653,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == BR ^ t0.iso_country == t1.iso_country  ->  t0.wikipedia_link == t1.wikipedia_link,24162142,0.9222528823763861,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == US ^ t0.iso_region == t1.iso_region ^ t0.keywords == t1.keywords ^ t0.type == t1.type  ->  t0.iata_code == t1.iata_code,6018084,0.9070127474355921,0.25
airports(t0) ^ airports(t1) ^ t0.longitude_deg == t1.longitude_deg  ->  t0.iata_code == t1.iata_code,6124,0.9016489988221437,1.0
airports(t0) ^ airports(t1) ^ t0.latitude_deg == t1.latitude_deg ^ t0.municipality == t1.municipality  ->  t0.iso_country == t1.iso_country,3470,0.9954102122776821,0.5
airports(t0) ^ airports(t1) ^ t0.longitude_deg == t1.longitude_deg ^ t0.type == t1.type  ->  t0.iso_country == t1.iso_country,5014,0.9421270199173243,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == US ^ t0.name == t1.name  ->  t0.iso_country == t1.iso_country,5470,1.0,0.5
airports(t0) ^ airports(t1) ^ t0.gps_code == t1.gps_code ^ t0.latitude_deg == t1.latitude_deg  ->  t0.iso_country == t1.iso_country,2994,0.9927055702917772,0.5
airports(t0) ^ airports(t1) ^ t0.elevation_ft == t1.elevation_ft ^ t0.iso_country == BR ^ t0.local_code == t1.local_code  ->  t0.keywords == t1.keywords,42170,0.9587577300836668,0.3333333333333333
airports(t0) ^ airports(t1) ^ t0.iso_country == t1.iso_country ^ t0.latitude_deg == t1.latitude_deg  ->  t0.iata_code == t1.iata_code,6374,0.9409506938293475,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == US ^ t0.scheduled_service == t1.scheduled_service  ->  t0.wikipedia_link == t1.wikipedia_link,520005374,0.9999123201331118,0.5
airports(t0) ^ airports(t1) ^ t0.iata_code == t1.iata_code ^ t0.iso_country == BR  ->  t0.iso_country == t1.iso_country,21893620,0.9864561998005426,0.5
airports(t0) ^ airports(t1) ^ t0.iso_region == t1.iso_region ^ t0.longitude_deg == t1.longitude_deg  ->  t0.type == t1.type,3780,0.8953102794883941,0.5
airports(t0) ^ airports(t1) ^ t0.latitude_deg == t1.latitude_deg ^ t0.municipality == t1.municipality  ->  t0.elevation_ft == t1.elevation_ft,2828,0.8112449799196787,0.5
airports(t0) ^ airports(t1) ^ t0.keywords == t1.keywords ^ t0.name == t1.name  ->  t0.iso_country == t1.iso_country,17140,0.9074544684455739,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == BR ^ t0.municipality == t1.municipality  ->  t0.iso_region == t1.iso_region,99676,0.9900671460924153,0.5
airports(t0) ^ airports(t1) ^ t0.wikipedia_link == t1.wikipedia_link  ->  t0.iata_code == t1.iata_code,1996978424,0.8860755832573236,1.0
airports(t0) ^ airports(t1) ^ t0.iso_country == t1.iso_country  ->  t0.continent == t1.continent,593335400,0.9992042309087773,1.0
airports(t0) ^ airports(t1) ^ t0.iso_region == t1.iso_region ^ t0.latitude_deg == t1.latitude_deg ^ t0.local_code == t1.local_code  ->  t0.municipality == t1.municipality,2808,0.8629379225568531,0.3333333333333333
airports(t0) ^ airports(t1) ^ t0.latitude_deg == t1.latitude_deg ^ t0.municipality == t1.municipality  ->  t0.gps_code == t1.gps_code,2794,0.8014916810097533,0.5
airports(t0) ^ airports(t1) ^ t0.latitude_deg == t1.latitude_deg ^ t0.municipality == t1.municipality  ->  t0.continent == t1.continent,3474,0.9965576592082617,0.5
airports(t0) ^ airports(t1) ^ t0.elevation_ft == t1.elevation_ft ^ t0.iso_country == BR ^ t0.type == t1.type  ->  t0.keywords == t1.keywords,42720,0.9159912517689438,0.3333333333333333
airports(t0) ^ airports(t1) ^ t0.elevation_ft == t1.elevation_ft ^ t0.latitude_deg == t1.latitude_deg  ->  t0.gps_code == t1.gps_code,3122,0.9930025445292621,0.5
airports(t0) ^ airports(t1) ^ t0.gps_code == t1.gps_code ^ t0.latitude_deg == t1.latitude_deg  ->  t0.longitude_deg == t1.longitude_deg,2808,0.9310344827586207,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == US ^ t0.scheduled_service == t1.scheduled_service  ->  t0.wikipedia_link == t1.wikipedia_link,434035922,0.8346026550643578,0.5
airports(t0) ^ airports(t1) ^ t0.iata_code == t1.iata_code ^ t0.iso_country == US  ->  t0.wikipedia_link == t1.wikipedia_link,422569696,0.9356623724035107,0.5
airports(t0) ^ airports(t1) ^ t0.iso_region == t1.iso_region  ->  t0.iso_country == t1.iso_country,24106746,0.9999999170356781,1.0
airports(t0) ^ airports(t1) ^ t0.municipality == t1.municipality ^ t0.name == t1.name  ->  t0.keywords == t1.keywords,3296,0.9045005488474204,0.5
airports(t0) ^ airports(t1) ^ t0.longitude_deg == t1.longitude_deg ^ t0.municipality == t1.municipality  ->  t0.type == t1.type,3266,0.9510774606872452,0.5
airports(t0) ^ airports(t1) ^ t0.gps_code == t1.gps_code ^ t0.longitude_deg == t1.longitude_deg  ->  t0.type == t1.type,2842,0.9485981308411215,0.5
airports(t0) ^ airports(t1) ^ t0.gps_code == t1.gps_code ^ t0.iso_region == t1.iso_region ^ t0.municipality == t1.municipality  ->  t0.local_code == t1.local_code,323492,0.9489741438486767,0.3333333333333333
airports(t0) ^ airports(t1) ^ t0.gps_code == t1.gps_code ^ t0.iso_country == US  ->  t0.iso_country == t1.iso_country,6153076,1.0,0.5
airports(t0) ^ airports(t1) ^ t0.elevation_ft == t1.elevation_ft ^ t0.longitude_deg == t1.longitude_deg  ->  t0.gps_code == t1.gps_code,2828,0.91343669250646,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == BR ^ t0.wikipedia_link == t1.wikipedia_link  ->  t0.continent == t1.continent,24162142,1.0,0.5
airports(t0) ^ airports(t1) ^ t0.latitude_deg == t1.latitude_deg  ->  t0.keywords == t1.keywords,7310,0.9218158890290038,1.0
airports(t0) ^ airports(t1) ^ t0.elevation_ft == t1.elevation_ft ^ t0.latitude_deg == t1.latitude_deg  ->  t0.name == t1.name,3122,0.9930025445292621,0.5
airports(t0) ^ airports(t1) ^ t0.gps_code == t1.gps_code ^ t0.municipality == t1.municipality ^ t0.name == t1.name  ->  t0.elevation_ft == t1.elevation_ft,2806,0.9777003484320558,0.3333333333333333
airports(t0) ^ airports(t1) ^ t0.iata_code == t1.iata_code ^ t0.municipality == t1.municipality ^ t0.type == t1.type  ->  t0.wikipedia_link == t1.wikipedia_link,13774392,0.9266053145027162,0.3333333333333333
airports(t0) ^ airports(t1) ^ t0.iso_country == US ^ t0.keywords == t1.keywords  ->  t0.continent == t1.continent,399940164,0.9999000000405021,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == US ^ t0.latitude_deg == t1.latitude_deg  ->  t0.continent == t1.continent,2840,1.0,0.5
airports(t0) ^ airports(t1) ^ t0.iso_region == t1.iso_region ^ t0.name == t1.name  ->  t0.local_code == t1.local_code,3644,0.8130298973672467,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == t1.iso_country ^ t0.municipality == t1.municipality ^ t0.type == t1.type  ->  t0.wikipedia_link == t1.wikipedia_link,2269890,0.916370480298291,0.3333333333333333
airports(t0) ^ airports(t1) ^ t0.gps_code == t1.gps_code ^ t0.longitude_deg == t1.longitude_deg  ->  t0.latitude_deg == t1.latitude_deg,2808,0.9372496662216289,0.5
airports(t0) ^ airports(t1) ^ t0.continent == t1.continent ^ t0.elevation_ft == t1.elevation_ft ^ t0.gps_code == t1.gps_code  ->  t0.local_code == t1.local_code,8929220,0.909492591214899,0.3333333333333333
airports(t0) ^ airports(t1) ^ t0.iso_country == BR ^ t0.keywords == t1.keywords ^ t0.municipality == t1.municipality  ->  t0.type == t1.type,70676,0.9299963155955576,0.3333333333333333
airports(t0) ^ airports(t1) ^ t0.gps_code == t1.gps_code ^ t0.latitude_deg == t1.latitude_deg  ->  t0.name == t1.name,2782,0.9224137931034483,0.5
airports(t0) ^ airports(t1) ^ t0.continent == t1.continent  ->  t0.scheduled_service == t1.scheduled_service,917782748,0.9117420593373522,1.0
airports(t0) ^ airports(t1) ^ t0.home_link == t1.home_link ^ t0.iso_country == US  ->  t0.continent == t1.continent,497089324,0.9999103018350493,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == BR ^ t0.latitude_deg == t1.latitude_deg  ->  t0.local_code == t1.local_code,182,0.9479166666666666,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == US ^ t0.local_code == t1.local_code  ->  t0.home_link == t1.home_link,4552062,0.9842521796175221,0.5
airports(t0) ^ airports(t1) ^ t0.longitude_deg == t1.longitude_deg ^ t0.name == t1.name  ->  t0.elevation_ft == t1.elevation_ft,2800,0.9957325746799431,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == US ^ t0.scheduled_service == t1.scheduled_service  ->  t0.continent == t1.continent,520005374,0.9999123201331118,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == BR ^ t0.keywords == t1.keywords  ->  t0.scheduled_service == t1.scheduled_service,18822600,0.9464700788317768,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == US ^ t0.type == t1.type  ->  t0.iso_country == t1.iso_country,228611812,0.9999446340980036,0.5
airports(t0) ^ airports(t1) ^ t0.iso_region == t1.iso_region ^ t0.keywords == t1.keywords  ->  t0.wikipedia_link == t1.wikipedia_link,14225140,0.8408615065961906,0.5
airports(t0) ^ airports(t1) ^ t0.gps_code == t1.gps_code ^ t0.longitude_deg == t1.longitude_deg  ->  t0.wikipedia_link == t1.wikipedia_link,2808,0.9372496662216289,0.5
airports(t0) ^ airports(t1) ^ t0.home_link == t1.home_link ^ t0.iso_country == BR  ->  t0.scheduled_service == t1.scheduled_service,24807192,0.9580717937690245,0.5
airports(t0) ^ airports(t1) ^ t0.home_link == t1.home_link ^ t0.iso_country == BR  ->  t0.iata_code == t1.iata_code,22118910,0.8542483881253313,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == BR ^ t0.local_code == t1.local_code  ->  t0.iata_code == t1.iata_code,8406722,0.8437512169408606,0.5
airports(t0) ^ airports(t1) ^ t0.gps_code == t1.gps_code ^ t0.latitude_deg == t1.latitude_deg  ->  t0.type == t1.type,2962,0.9820954907161804,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == BR ^ t0.local_code == t1.local_code  ->  t0.scheduled_service == t1.scheduled_service,9328484,0.9362650183047979,0.5
airports(t0) ^ airports(t1) ^ t0.elevation_ft == t1.elevation_ft ^ t0.latitude_deg == t1.latitude_deg  ->  t0.iso_country == t1.iso_country,3144,1.0,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == t1.iso_country ^ t0.wikipedia_link == t1.wikipedia_link  ->  t0.iata_code == t1.iata_code,456527104,0.9633080020525999,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == t1.iso_country ^ t0.latitude_deg == t1.latitude_deg  ->  t0.wikipedia_link == t1.wikipedia_link,6328,0.9341600236197225,0.5
airports(t0) ^ airports(t1) ^ t0.elevation_ft == t1.elevation_ft ^ t0.latitude_deg == t1.latitude_deg  ->  t0.iso_region == t1.iso_region,2922,0.9293893129770993,0.5
airports(t0) ^ airports(t1) ^ t0.gps_code == t1.gps_code ^ t0.latitude_deg == t1.latitude_deg  ->  t0.type == t1.type,2854,0.9462864721485411,0.5
airports(t0) ^ airports(t1) ^ t0.gps_code == t1.gps_code ^ t0.iso_country == BR  ->  t0.wikipedia_link == t1.wikipedia_link,253768,0.9727980863591756,0.5
airports(t0) ^ airports(t1) ^ t0.elevation_ft == t1.elevation_ft ^ t0.longitude_deg == t1.longitude_deg  ->  t0.latitude_deg == t1.latitude_deg,3066,0.9903100775193798,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == US ^ t0.local_code == t1.local_code  ->  t0.continent == t1.continent,4416546,0.9549507513037055,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == BR ^ t0.latitude_deg == t1.latitude_deg  ->  t0.type == t1.type,160,0.8333333333333334,0.5
airports(t0) ^ airports(t1) ^ t0.municipality == t1.municipality  ->  t0.scheduled_service == t1.scheduled_service,32531352,0.9235744781751358,1.0
airports(t0) ^ airports(t1) ^ t0.continent == t1.continent ^ t0.iso_country == US  ->  t0.wikipedia_link == t1.wikipedia_link,435452566,0.8033071472426999,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == US ^ t0.longitude_deg == t1.longitude_deg  ->  t0.iso_country == t1.iso_country,2364,1.0,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == US ^ t0.municipality == t1.municipality  ->  t0.continent == t1.continent,183232,0.9998362999421593,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == BR ^ t0.keywords == t1.keywords  ->  t0.iata_code == t1.iata_code,17049932,0.8573337628232249,0.5
airports(t0) ^ airports(t1) ^ t0.local_code == t1.local_code ^ t0.municipality == t1.municipality ^ t0.name == t1.name  ->  t0.elevation_ft == t1.elevation_ft,2796,0.9239920687376074,0.3333333333333333
airports(t0) ^ airports(t1) ^ t0.home_link == t1.home_link ^ t0.iso_country == BR  ->  t0.iso_country == t1.iso_country,25892832,1.0,0.5
airports(t0) ^ airports(t1) ^ t0.continent == t1.continent ^ t0.type == t1.type  ->  t0.iata_code == t1.iata_code,352276960,0.8441007425438218,0.5
airports(t0) ^ airports(t1) ^ t0.gps_code == t1.gps_code ^ t0.municipality == t1.municipality  ->  t0.local_code == t1.local_code,5765238,0.8681679956944259,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == BR ^ t0.latitude_deg == t1.latitude_deg  ->  t0.iso_country == t1.iso_country,192,1.0,0.5
airports(t0) ^ airports(t1) ^ t0.home_link == t1.home_link ^ t0.iso_country == US  ->  t0.wikipedia_link == t1.wikipedia_link,428883398,0.8627120061548968,0.5
airports(t0) ^ airports(t1) ^ t0.gps_code == t1.gps_code ^ t0.iso_country == t1.iso_country ^ t0.type == t1.type  ->  t0.wikipedia_link == t1.wikipedia_link,7427652,0.9178711509516501,0.3333333333333333
airports(t0) ^ airports(t1) ^ t0.latitude_deg == t1.latitude_deg ^ t0.longitude_deg == t1.longitude_deg  ->  t0.local_code == t1.local_code,2828,0.9929775280898876,0.5
airports(t0) ^ airports(t1) ^ t0.iso_region == t1.iso_region ^ t0.municipality == t1.municipality ^ t0.name == t1.name  ->  t0.latitude_deg == t1.latitude_deg,2764,0.9570637119113573,0.3333333333333333
airports(t0) ^ airports(t1) ^ t0.iso_country == BR ^ t0.latitude_deg == t1.latitude_deg  ->  t0.continent == t1.continent,192,1.0,0.5
airports(t0) ^ airports(t1) ^ t0.longitude_deg == t1.longitude_deg ^ t0.name == t1.name  ->  t0.municipality == t1.municipality,2786,0.9907539118065434,0.5
airports(t0) ^ airports(t1) ^ t0.iata_code == t1.iata_code  ->  t0.home_link == t1.home_link,2194037918,0.9406147636093104,1.0
airports(t0) ^ airports(t1) ^ t0.iso_country == US ^ t0.local_code == t1.local_code  ->  t0.gps_code == t1.gps_code,4362026,0.9431623730187113,0.5
airports(t0) ^ airports(t1) ^ t0.elevation_ft == t1.elevation_ft  ->  t0.wikipedia_link == t1.wikipedia_link,55558586,0.8766440768862299,1.0
airports(t0) ^ airports(t1) ^ t0.iso_country == BR ^ t0.municipality == t1.municipality  ->  t0.type == t1.type,100676,1.0,0.5
airports(t0) ^ airports(t1) ^ t0.iso_country == BR ^ t0.municipality == t1.municipality  ->  t0.continent == t1.continent,100676,1.0,0.5
airports(t0) ^ airports(t1) ^ t0.gps_code == t1.gps_code ^ t0.name == t1.name  ->  t0.local_code == t1.local_code,10452,0.9498364231188658,0.5
airports(t0) ^ airports(t1) ^ t0.longitude_deg == t1.longitude_deg ^ t0.municipality == t1.municipality  ->  t0.elevation_ft == t1.elevation_ft,3266,0.9510774606872452,0.5
airports(t0) ^ airports(t1) ^ t0.iso_region == t1.iso_region  ->  t0.home_link == t1.home_link,21984600,0.9119687151497996,1.0
airports(t0) ^ airports(t1) ^ t0.home_link == t1.home_link ^ t0.iso_country == BR  ->  t0.wikipedia_link == t1.wikipedia_link,24103192,0.9308828018503345,0.5
